Name,URL
Gerhart-Hauptmann-Schule,http://www.schulliste.eu/schule/4399-gerhart-hauptmann-schule/
Geschwister-Scholl-Schule,http://www.schulliste.eu/schule/4400-geschwister-scholl-schule/
Otto-Ubbelohde-Schule Marburg,http://www.schulliste.eu/schule/4401-otto-ubbelohde-schule-marburg/
Astrid-Lindgren-Schule Marburg,http://www.schulliste.eu/schule/4402-astrid-lindgren-schule-marburg/
Theodor-Heuss-Schule - Europaschule,http://www.schulliste.eu/schule/4403-theodor-heuss-schule-europaschule/
Frau-Holle-Schule,http://www.schulliste.eu/schule/4404-frau-holle-schule/
Alexander-von-Humboldt-Schule,http://www.schulliste.eu/schule/4405-alexander-von-humboldt-schule/
Geschwister-Scholl-Schule,http://www.schulliste.eu/schule/4406-geschwister-scholl-schule/
Struthschule,http://www.schulliste.eu/schule/4407-struthschule/
Meinhard-Schule,http://www.schulliste.eu/schule/4408-meinhard-schule/
SÃ¼dringgauschule,http://www.schulliste.eu/schule/4409-sudringgauschule/
Friedrich-Ebert-Schule,http://www.schulliste.eu/schule/4410-friedrich-ebert-schule/
Mittelpunktgrundschule,http://www.schulliste.eu/schule/4411-mittelpunktgrundschule/
Karlheinz-BÃ¶hm-Schule,http://www.schulliste.eu/schule/4412-karlheinz-bohm-schule/
Gerhart-Hauptmann-Schule,http://www.schulliste.eu/schule/4413-gerhart-hauptmann-schule/
Graburg-Schule,http://www.schulliste.eu/schule/4414-graburg-schule/
Grundschule Dodenau,http://www.schulliste.eu/schule/4415-grundschule-dodenau/
Gesamtschule Battenberg,http://www.schulliste.eu/schule/4416-gesamtschule-battenberg/
Grundschule Bottendorf,http://www.schulliste.eu/schule/4417-grundschule-bottendorf/
Grundschule Bromskirchen,http://www.schulliste.eu/schule/4418-grundschule-bromskirchen/
Grundschule Ernsthausen,http://www.schulliste.eu/schule/4419-grundschule-ernsthausen/
Kellerwaldschule,http://www.schulliste.eu/schule/4420-kellerwaldschule/
Grundschule Geismar,http://www.schulliste.eu/schule/4421-grundschule-geismar/
Grundschule RÃ¶ddenau,http://www.schulliste.eu/schule/4422-grundschule-roddenau/
Ortenbergschule,http://www.schulliste.eu/schule/4423-ortenbergschule/
Wigand-Gerstenberg-Schule,http://www.schulliste.eu/schule/4424-wigand-gerstenberg-schule/
Cornelia-Funke-Schule,http://www.schulliste.eu/schule/4425-cornelia-funke-schule/
Grundschule Haina,http://www.schulliste.eu/schule/4426-grundschule-haina/
MÃ¶llenbach-Schule,http://www.schulliste.eu/schule/4427-mollenbach-schule/
Ederseeschule Herzhausen,http://www.schulliste.eu/schule/4428-ederseeschule-herzhausen/
Nicolaus-Hilgermann-Schule,http://www.schulliste.eu/schule/4429-nicolaus-hilgermann-schule/
Mittelpunktschule VÃ¶hl,http://www.schulliste.eu/schule/4430-mittelpunktschule-vohl/
Bilsteinschule Besse,http://www.schulliste.eu/schule/4431-bilsteinschule-besse/
Schule am Tor,http://www.schulliste.eu/schule/4432-schule-am-tor/
Ernst-Reuter-Schule Grifte,http://www.schulliste.eu/schule/4433-ernst-reuter-schule-grifte/
Schule an den TÃ¼rmen,http://www.schulliste.eu/schule/4434-schule-an-den-turmen/
Schule zum Obersten Holz ObermÃ¶llrich,http://www.schulliste.eu/schule/4435-schule-zum-obersten-holz-obermollrich/
Anne-Frank-Schule,http://www.schulliste.eu/schule/4436-anne-frank-schule/
Grundschule ObervorschÃ¼tz,http://www.schulliste.eu/schule/4437-grundschule-obervorschutz/
Grundschule Gudensberg,http://www.schulliste.eu/schule/4438-grundschule-gudensberg/
Osterbachschule,http://www.schulliste.eu/schule/4439-osterbachschule/
Stellbergschule,http://www.schulliste.eu/schule/4440-stellbergschule/
Erich KÃ¤stner-Schule,http://www.schulliste.eu/schule/4441-erich-kastner-schule/
Matthias-Claudius-Schule,http://www.schulliste.eu/schule/4442-matthias-claudius-schule/
Kellerwald-Schule,http://www.schulliste.eu/schule/4443-kellerwald-schule/
Grundschule Kleinenglis,http://www.schulliste.eu/schule/4444-grundschule-kleinenglis/
Berlin-Tiergarten-Schule Remsfeld,http://www.schulliste.eu/schule/4445-berlin-tiergarten-schule-remsfeld/
Grundschule Zimmersrode,http://www.schulliste.eu/schule/4446-grundschule-zimmersrode/
Louise-SchrÃ¶der-Schule,http://www.schulliste.eu/schule/4447-louise-schroder-schule/
Ohetalschule Verna,http://www.schulliste.eu/schule/4448-ohetalschule-verna/
Grundschule Falkenberg,http://www.schulliste.eu/schule/4449-grundschule-falkenberg/
Schule am Reiherwald,http://www.schulliste.eu/schule/4450-schule-am-reiherwald/
Altenburgschule,http://www.schulliste.eu/schule/4451-altenburgschule/
Bonifatiusschule Bad Salzschlirf,http://www.schulliste.eu/schule/4452-bonifatiusschule-bad-salzschlirf/
Grundschule Bimbach,http://www.schulliste.eu/schule/4453-grundschule-bimbach/
LandgrÃ¤fin-Anna-Schule Bronnzell,http://www.schulliste.eu/schule/4454-landgrafin-anna-schule-bronnzell/
Bonifatiusschule,http://www.schulliste.eu/schule/4455-bonifatiusschule/
Grundschule Schmalnau,http://www.schulliste.eu/schule/4456-grundschule-schmalnau/
Grundschule Thalau,http://www.schulliste.eu/schule/4457-grundschule-thalau/
Grundschule Weyhers,http://www.schulliste.eu/schule/4458-grundschule-weyhers/
Grundschule WÃ¼stensachsen,http://www.schulliste.eu/schule/4459-grundschule-wustensachsen/
Grundschule Eichenzell,http://www.schulliste.eu/schule/4460-grundschule-eichenzell/
Ahornschule LÃ¼tter,http://www.schulliste.eu/schule/4461-ahornschule-lutter/
Fliedetalschule Flieden,http://www.schulliste.eu/schule/4462-fliedetalschule-flieden/
Astrid-Lindgren-Schule Hettenhausen,http://www.schulliste.eu/schule/4463-astrid-lindgren-schule-hettenhausen/
Katharinenschule GlÃ¤serzell,http://www.schulliste.eu/schule/4464-katharinenschule-glaserzell/
LÃ¼dertalschule,http://www.schulliste.eu/schule/4465-ludertalschule/
Finkenbergschule KleinlÃ¼der,http://www.schulliste.eu/schule/4466-finkenbergschule-kleinluder/
Grundschule Haimbach,http://www.schulliste.eu/schule/4467-grundschule-haimbach/
Grundschule am Rippberg Hattenhof,http://www.schulliste.eu/schule/4468-grundschule-am-rippberg-hattenhof/
Grundschule Eckweisbach,http://www.schulliste.eu/schule/4469-grundschule-eckweisbach/
Mittelpunktschule Hohe RhÃ¶n,http://www.schulliste.eu/schule/4470-mittelpunktschule-hohe-rhon/
Biebertalschule,http://www.schulliste.eu/schule/4471-biebertalschule/
Grundschule Langenbieber,http://www.schulliste.eu/schule/4472-grundschule-langenbieber/
Grundschule Schwarzatal,http://www.schulliste.eu/schule/4473-grundschule-schwarzatal/
Vogelsbergschule,http://www.schulliste.eu/schule/4474-vogelsbergschule/
Propst-Conrad-von-Mengersen-Schule,http://www.schulliste.eu/schule/4475-propst-conrad-von-mengersen-schule/
Don-Bosco-Schule,http://www.schulliste.eu/schule/4476-don-bosco-schule/
Theotrich-Schule Dietershausen,http://www.schulliste.eu/schule/4477-theotrich-schule-dietershausen/
Grundschule Lehnerz,http://www.schulliste.eu/schule/4478-grundschule-lehnerz/
ABC-Land-Schule Maberzell,http://www.schulliste.eu/schule/4479-abc-land-schule-maberzell/
Grundschule am Langenberg,http://www.schulliste.eu/schule/4480-grundschule-am-langenberg/
Schloss-Schule Neuhof,http://www.schulliste.eu/schule/4481-schloss-schule-neuhof/
Ottilienschule Niesig,http://www.schulliste.eu/schule/4482-ottilienschule-niesig/
Grundschule Marbach,http://www.schulliste.eu/schule/4483-grundschule-marbach/
Johannes-Hack-Schule,http://www.schulliste.eu/schule/4484-johannes-hack-schule/
Keltenwallschule Margretenhaun,http://www.schulliste.eu/schule/4485-keltenwallschule-margretenhaun/
Wendelinusschule,http://www.schulliste.eu/schule/4486-wendelinusschule/
Florenbergschule,http://www.schulliste.eu/schule/4487-florenbergschule/
Grundschule Poppenhausen,http://www.schulliste.eu/schule/4488-grundschule-poppenhausen/
Monte Kali Schule Rommerz,http://www.schulliste.eu/schule/4489-monte-kali-schule-rommerz/
Steinkammerschule RÃ¼ckers,http://www.schulliste.eu/schule/4490-steinkammerschule-ruckers/
Regenbogenschule Schlitzenhausen,http://www.schulliste.eu/schule/4491-regenbogenschule-schlitzenhausen/
Astrid-Lindgren-Schule Fulda-Galerie,http://www.schulliste.eu/schule/4492-astrid-lindgren-schule-fulda-galerie/
Eberhardschule,http://www.schulliste.eu/schule/4493-eberhardschule/
Ernst-von-Harnack-Schule,http://www.schulliste.eu/schule/4494-ernst-von-harnack-schule/
Grundschule an der Sommerseite,http://www.schulliste.eu/schule/4495-grundschule-an-der-sommerseite/
Solztalschule,http://www.schulliste.eu/schule/4496-solztalschule/
Kolibri-Schule,http://www.schulliste.eu/schule/4497-kolibri-schule/
Lingg-Schule,http://www.schulliste.eu/schule/4498-lingg-schule/
Wilhelm-Neuhaus-Schule,http://www.schulliste.eu/schule/4499-wilhelm-neuhaus-schule/
Steigleder-Schule,http://www.schulliste.eu/schule/4500-steigleder-schule/
Astrid-Lindgren-Schule Hauneck,http://www.schulliste.eu/schule/4501-astrid-lindgren-schule-hauneck/
Georg-August-Zinn-Schule,http://www.schulliste.eu/schule/4502-georg-august-zinn-schule/
Grundschule Hohenroda,http://www.schulliste.eu/schule/4503-grundschule-hohenroda/
Grundschule Aulatal,http://www.schulliste.eu/schule/4504-grundschule-aulatal/
Fuldatal-Schule,http://www.schulliste.eu/schule/4505-fuldatal-schule/
Grundschule Neuenstein,http://www.schulliste.eu/schule/4506-grundschule-neuenstein/
Kreuzbergschule,http://www.schulliste.eu/schule/4507-kreuzbergschule/
Grundschule Landeck,http://www.schulliste.eu/schule/4508-grundschule-landeck/
Mittelpunktschule Wilhelmsthal,http://www.schulliste.eu/schule/4509-mittelpunktschule-wilhelmsthal/
Burgbergschule,http://www.schulliste.eu/schule/4510-burgbergschule/
Wiesenbergschule,http://www.schulliste.eu/schule/4511-wiesenbergschule/
Grundschule zur Friedenseiche Hombressen,http://www.schulliste.eu/schule/4512-grundschule-zur-friedenseiche-hombressen/
WÃ¼rfelturmschule,http://www.schulliste.eu/schule/4513-wurfelturmschule/
Lilli-Jahn-Schule,http://www.schulliste.eu/schule/4514-lilli-jahn-schule/
Sieburgschule,http://www.schulliste.eu/schule/4515-sieburgschule/
Diemeltalschule,http://www.schulliste.eu/schule/4516-diemeltalschule/
Grundschule Oberweser,http://www.schulliste.eu/schule/4517-grundschule-oberweser/
Lucas-Lossius-Schule,http://www.schulliste.eu/schule/4518-lucas-lossius-schule/
Grundschule Diemelaue,http://www.schulliste.eu/schule/4519-grundschule-diemelaue/
Grundschule Wahlsburg,http://www.schulliste.eu/schule/4520-grundschule-wahlsburg/
MatthÃ¤us-Schule,http://www.schulliste.eu/schule/4521-matthaus-schule/
Ritter-von-Haune-Schule Burghaun,http://www.schulliste.eu/schule/4522-ritter-von-haune-schule-burghaun/
Grundschule Hessisches Kegelspiel,http://www.schulliste.eu/schule/4523-grundschule-gro-entaft/
Haunetal-Schule,http://www.schulliste.eu/schule/4524-haunetal-schule/
Grundschule Mackenzell,http://www.schulliste.eu/schule/4525-grundschule-mackenzell/
Johann-Adam-FÃ¶rster-Schule,http://www.schulliste.eu/schule/4526-johann-adam-forster-schule/
Mittelpunktgrundschule Michelsrombach,http://www.schulliste.eu/schule/4527-mittelpunktgrundschule-michelsrombach/
Paul-Gerhardt-Schule HÃ¼nfeld,http://www.schulliste.eu/schule/4528-paul-gerhardt-schule-hunfeld/
Grundschule NÃ¼sttal-Hofaschenbach,http://www.schulliste.eu/schule/4529-grundschule-nusttal-hofaschenbach/
Hrabanusschule Rasdorf,http://www.schulliste.eu/schule/4530-hrabanusschule-rasdorf/
Grundschule Schwarzbach,http://www.schulliste.eu/schule/4531-grundschule-schwarzbach/
Friedrich-Ebert-Schule,http://www.schulliste.eu/schule/4532-friedrich-ebert-schule/
Langenbergschule,http://www.schulliste.eu/schule/4533-langenbergschule/
Grundschule am Lindenplatz,http://www.schulliste.eu/schule/4534-grundschule-am-lindenplatz/
BrÃ¼der-Grimm-Schule,http://www.schulliste.eu/schule/4535-bruder-grimm-schule/
Grundschule Elgershausen,http://www.schulliste.eu/schule/4536-grundschule-elgershausen/
Grundschule Espenau,http://www.schulliste.eu/schule/4537-grundschule-espenau/
Grundschule Simmershausen,http://www.schulliste.eu/schule/4538-grundschule-simmershausen/
Hermann-Schafft-Schule,http://www.schulliste.eu/schule/4539-hermann-schafft-schule/
Grundschule Heckershausen,http://www.schulliste.eu/schule/4540-grundschule-heckershausen/
SchÃ¤ferland-Schule,http://www.schulliste.eu/schule/4541-schaferland-schule/
Grundschule Hoof,http://www.schulliste.eu/schule/4542-grundschule-hoof/
Johann-Friedrich-Krause-Schule,http://www.schulliste.eu/schule/4543-johann-friedrich-krause-schule/
Grundschule Niederkaufungen,http://www.schulliste.eu/schule/4544-grundschule-niederkaufungen/
Schule Vollmarshausen,http://www.schulliste.eu/schule/4545-schule-vollmarshausen/
Grundschule Nieste,http://www.schulliste.eu/schule/4546-grundschule-nieste/
Geschwister-Scholl-Schule,http://www.schulliste.eu/schule/4547-geschwister-scholl-schule/
Grundschule Sandershausen,http://www.schulliste.eu/schule/4548-grundschule-sandershausen/
Grundschule SÃ¶hrewald,http://www.schulliste.eu/schule/4549-grundschule-sohrewald/
Grundschule Niedervellmar,http://www.schulliste.eu/schule/4550-grundschule-niedervellmar/
Grundschule Frommershausen,http://www.schulliste.eu/schule/4551-grundschule-frommershausen/
Grundschule Obervellmar,http://www.schulliste.eu/schule/4552-grundschule-obervellmar/
Helfensteinschule,http://www.schulliste.eu/schule/4553-helfensteinschule/
Grundschule AmÃ¶neburg,http://www.schulliste.eu/schule/4554-grundschule-amoneburg/
St. Martin Schule Mardorf,http://www.schulliste.eu/schule/4555-st-martin-schule-mardorf/
Grundschule BÃ¼rgeln,http://www.schulliste.eu/schule/4556-grundschule-burgeln/
Erich KÃ¤stner-Schule,http://www.schulliste.eu/schule/4557-erich-kastner-schule/
Lindenschule CÃ¶lbe,http://www.schulliste.eu/schule/4558-lindenschule-colbe/
Grundschule SchÃ¶nstadt,http://www.schulliste.eu/schule/4559-grundschule-schonstadt/
Grundschule Cyriaxweimar,http://www.schulliste.eu/schule/4560-grundschule-cyriaxweimar/
Regenbogenschule Ebsdorf-Leidenhofen,http://www.schulliste.eu/schule/4561-regenbogenschule-ebsdorf-leidenhofen/
Grundschule Dreihausen,http://www.schulliste.eu/schule/4562-grundschule-dreihausen/
Grundschule Elnhausen,http://www.schulliste.eu/schule/4563-grundschule-elnhausen/
Grundschule Fronhausen,http://www.schulliste.eu/schule/4564-grundschule-fronhausen/
Grundschule GroÃseelheim,http://www.schulliste.eu/schule/4565-grundschule-gro-seelheim/
Sonnenschule Hachborn,http://www.schulliste.eu/schule/4566-grundschule-hachborn/
Grundschule Anzefahr-Niederwald,http://www.schulliste.eu/schule/4567-grundschule-anzefahr-niederwald/
Grundschule Langenstein,http://www.schulliste.eu/schule/4568-grundschule-langenstein/
Otto-Ubbelohde-Schule Lahntal-GoÃfelden,http://www.schulliste.eu/schule/4569-otto-ubbelohde-schule-lahntal-go-felden/
WichtelhÃ¤user-Schule Sterzhausen,http://www.schulliste.eu/schule/4570-wichtelhauser-schule-sterzhausen/
Grundschule Lohra,http://www.schulliste.eu/schule/4571-grundschule-lohra/
Grundschule Marbach,http://www.schulliste.eu/schule/4572-grundschule-marbach/
Grundschule Michelbach,http://www.schulliste.eu/schule/4573-grundschule-michelbach/
Grundschule Mengsberg-Momberg,http://www.schulliste.eu/schule/4574-grundschule-mengsberg-momberg/
Grundschule am Christenberg,http://www.schulliste.eu/schule/4575-grundschule-munchhausen/
Grundschule Niederklein,http://www.schulliste.eu/schule/4576-grundschule-niederklein/
Grundschule Rauischholzhausen,http://www.schulliste.eu/schule/4577-grundschule-rauischholzhausen/
Grundschule Rauschenberg,http://www.schulliste.eu/schule/4578-grundschule-rauschenberg/
TausendfÃ¼Ãler-Schule,http://www.schulliste.eu/schule/4579-tausendfu-ler-schule/
Grundschule I,http://www.schulliste.eu/schule/4580-grundschule-i/
Grundschule Kunterbunt in Schweinsberg,http://www.schulliste.eu/schule/4581-grundschule-schweinsberg/
Grundschule II,http://www.schulliste.eu/schule/4582-grundschule-ii/
Waldschule Wehrda,http://www.schulliste.eu/schule/4583-waldschule-wehrda/
Grundschule Wehrshausen,http://www.schulliste.eu/schule/4584-grundschule-wehrshausen/
Grundschule Niederweimar,http://www.schulliste.eu/schule/4585-grundschule-niederweimar/
Burgwaldschule Wetter,http://www.schulliste.eu/schule/4586-burgwaldschule-wetter/
Grundschule AmÃ¶nau,http://www.schulliste.eu/schule/4587-grundschule-amonau/
Grundschule Wittelsberg,http://www.schulliste.eu/schule/4588-grundschule-wittelsberg/
Grundschule Wohra,http://www.schulliste.eu/schule/4589-grundschule-wohra/
Mittelpunktschule Wohratal,http://www.schulliste.eu/schule/4590-mittelpunktschule-wohratal/
Georg-August-Zinn-Schule Altmorschen,http://www.schulliste.eu/schule/4591-georg-august-zinn-schule-altmorschen/
Grundschule am Kirschberg,http://www.schulliste.eu/schule/4592-grundschule-am-kirschberg/
Heiligenbergschule Gensungen,http://www.schulliste.eu/schule/4593-heiligenbergschule-gensungen/
Lindenschule,http://www.schulliste.eu/schule/4594-lindenschule/
Grundschule KÃ¶rle,http://www.schulliste.eu/schule/4595-grundschule-korle/
Astrid-Lindgren-Schule,http://www.schulliste.eu/schule/4596-astrid-lindgren-schule/
Christian-Bitter-Schule,http://www.schulliste.eu/schule/4597-christian-bitter-schule/
Wolfgang-Fleischert-Schule,http://www.schulliste.eu/schule/4598-wolfgang-fleischert-schule/
Schule Am Schloth,http://www.schulliste.eu/schule/4599-schule-am-schloth/
BrÃ¼der-Grimm-Schule,http://www.schulliste.eu/schule/4600-bruder-grimm-schule/
Schule im Baumgarten,http://www.schulliste.eu/schule/4601-schule-im-baumgarten/
Ulfetal-Schule,http://www.schulliste.eu/schule/4602-ulfetal-schule/
Eichendorff-Schule,http://www.schulliste.eu/schule/4603-eichendorff-schule/
Haselbachschule,http://www.schulliste.eu/schule/4604-haselbachschule/
Tannenberg-Schule,http://www.schulliste.eu/schule/4605-tannenberg-schule/
Grundschule Rengshausen,http://www.schulliste.eu/schule/4606-grundschule-rengshausen/
Grundschule Ronshausen,http://www.schulliste.eu/schule/4607-grundschule-ronshausen/
Albert-Schweitzer-Schule,http://www.schulliste.eu/schule/4608-albert-schweitzer-schule/
Wiesenschule Ulfen,http://www.schulliste.eu/schule/4609-wiesenschule-ulfen/
Schule am RhÃ¤den,http://www.schulliste.eu/schule/4610-schule-am-rhaden/
Grundschule HÃ¶nebach,http://www.schulliste.eu/schule/4611-grundschule-honebach/
Grundschule Neuer Garten in Bad Arolsen,http://www.schulliste.eu/schule/4612-grundschule-neuer-garten-in-bad-arolsen/
Grundschule Helsen,http://www.schulliste.eu/schule/4613-grundschule-helsen/
Kaulbach-Schule,http://www.schulliste.eu/schule/4614-kaulbach-schule/
Grundschule Helenental,http://www.schulliste.eu/schule/4615-grundschule-helenental/
Ense-Schule,http://www.schulliste.eu/schule/4616-ense-schule/
Auenbergschule Odershausen,http://www.schulliste.eu/schule/4617-auenbergschule-odershausen/
Mittelpunktschule Adorf,http://www.schulliste.eu/schule/4618-mittelpunktschule-adorf/
Grundschule Wrexen,http://www.schulliste.eu/schule/4619-grundschule-wrexen/
Schlossbergschule Rhoden,http://www.schulliste.eu/schule/4620-schlossbergschule-rhoden/
Grundschule Freienhagen,http://www.schulliste.eu/schule/4621-grundschule-freienhagen/
Astrid-Lindgren-Schule,http://www.schulliste.eu/schule/4622-astrid-lindgren-schule/
Berliner Schule,http://www.schulliste.eu/schule/4623-berliner-schule/
Westwallschule,http://www.schulliste.eu/schule/4624-westwallschule/
Grundschule Eppe,http://www.schulliste.eu/schule/4625-grundschule-eppe/
Schule Marker Breite,http://www.schulliste.eu/schule/4626-schule-marker-breite/
Grundschule am Kump,http://www.schulliste.eu/schule/4627-grundschule-am-kump/
Mittelpunktschule Goddelsheim,http://www.schulliste.eu/schule/4628-mittelpunktschule-goddelsheim/
Grundschule Sachsenberg,http://www.schulliste.eu/schule/4629-grundschule-sachsenberg/
Nicolai-Schule Mengeringhausen,http://www.schulliste.eu/schule/4630-nicolai-schule-mengeringhausen/
Grundschule Berndorf,http://www.schulliste.eu/schule/4631-grundschule-berndorf/
Grundschule Twiste,http://www.schulliste.eu/schule/4632-grundschule-twiste/
Diemeltalschule,http://www.schulliste.eu/schule/4633-diemeltalschule/
Grundschule HÃ¶ringhausen,http://www.schulliste.eu/schule/4634-grundschule-horinghausen/
Grundschule Waldeck,http://www.schulliste.eu/schule/4635-grundschule-waldeck/
Mittelpunktschule Sachsenhausen,http://www.schulliste.eu/schule/4636-mittelpunktschule-sachsenhausen/
Uplandschule,http://www.schulliste.eu/schule/4637-uplandschule/
Regenbogenschule,http://www.schulliste.eu/schule/4638-regenbogenschule/
Grundschule am Brunnen vor dem Tore,http://www.schulliste.eu/schule/4639-grundschule-am-brunnen-vor-dem-tore/
Schule am Fischbach,http://www.schulliste.eu/schule/4640-schule-am-fischbach/
Lindenhofschule,http://www.schulliste.eu/schule/4641-lindenhofschule/
Bilsteinschule,http://www.schulliste.eu/schule/4642-bilsteinschule/
Grundschule Hessisch Lichtenau,http://www.schulliste.eu/schule/4643-grundschule-hessisch-lichtenau/
Ernst-Reuter-Schule,http://www.schulliste.eu/schule/4644-ernst-reuter-schule/
MeiÃnerland-Schule,http://www.schulliste.eu/schule/4645-mei-nerland-schule/
Gelstertalschule Hundelshausen,http://www.schulliste.eu/schule/4646-gelstertalschule-hundelshausen/
Mittelpunktschule Braunsberg,http://www.schulliste.eu/schule/4647-mittelpunktschule-braunsberg/
Grundschule Balhorn,http://www.schulliste.eu/schule/4648-grundschule-balhorn/
Grundschule Habichtswald,http://www.schulliste.eu/schule/4649-grundschule-habichtswald/
Elbetalschule Naumburg,http://www.schulliste.eu/schule/4650-elbetalschule-naumburg/
Kugelsburgschule,http://www.schulliste.eu/schule/4651-kugelsburgschule/
Grundschule Ippinghausen,http://www.schulliste.eu/schule/4652-grundschule-ippinghausen/
Mittelpunktschule Erpetal,http://www.schulliste.eu/schule/4653-mittelpunktschule-erpetal/
BÃ¤renbergschule,http://www.schulliste.eu/schule/4654-barenbergschule/
Grundschule im Antrefftal,http://www.schulliste.eu/schule/4655-grundschule-im-antrefftal/
Herzbergschule,http://www.schulliste.eu/schule/4656-herzbergschule/
Palmbergschule,http://www.schulliste.eu/schule/4657-palmbergschule/
Hochlandschule Gilserberg,http://www.schulliste.eu/schule/4658-hochlandschule-gilserberg/
Kleeblattschule,http://www.schulliste.eu/schule/4659-kleeblattschule/
Ahornschule GroÃropperhausen,http://www.schulliste.eu/schule/4660-ahornschule-gro-ropperhausen/
RotkÃ¤ppchen-Schule Willingshausen,http://www.schulliste.eu/schule/4661-rotkappchen-schule-loshausen/
Schule Am Katzbachtal,http://www.schulliste.eu/schule/4662-schule-am-katzbachtal/
Wilhelm-SchÃ¤fer-Schule,http://www.schulliste.eu/schule/4663-wilhelm-schafer-schule/
Schule am Metzenberg RÃ¶llshausen,http://www.schulliste.eu/schule/4664-georg-august-zinn-schule-rollshausen/
Grundschule am Metzenberg,http://www.schulliste.eu/schule/4665-grundschule-am-metzenberg/
Grundschule Wiera,http://www.schulliste.eu/schule/4666-grundschule-wiera/
BrÃ¼der-Grimm-Schule,http://www.schulliste.eu/schule/4667-bruder-grimm-schule/
Schule im Ostergrund,http://www.schulliste.eu/schule/4668-schule-im-ostergrund/
Grundschule Wasenberg,http://www.schulliste.eu/schule/4669-grundschule-wasenberg/
Grundschule Waldau,http://www.schulliste.eu/schule/4670-grundschule-waldau/
Grundschule am Stadtpark,http://www.schulliste.eu/schule/4671-grundschule-am-stadtpark/
Ludwig-Emil-Grimm-Schule,http://www.schulliste.eu/schule/4672-ludwig-emil-grimm-schule/
Ernst-Abbe-Schule,http://www.schulliste.eu/schule/4673-ernst-abbe-schule/
Regenbogenschule,http://www.schulliste.eu/schule/4674-regenbogenschule/
Astrid-Lindgren-Schule,http://www.schulliste.eu/schule/4675-astrid-lindgren-schule/
Humboldt-Schule,http://www.schulliste.eu/schule/4676-humboldt-schule/
Kesperschule,http://www.schulliste.eu/schule/4677-kesperschule/
Ziegenhainer Grundschule am Alleeplatz,http://www.schulliste.eu/schule/4678-ziegenhainer-grundschule-am-alleeplatz/
Comeniusschule Kalbach,http://www.schulliste.eu/schule/4679-comeniusschule-kalbach/
Eckhard-Vonholdt-Schule,http://www.schulliste.eu/schule/4680-eckhard-vonholdt-schule/
Schule am Goldberg,http://www.schulliste.eu/schule/4681-schule-am-goldberg/
Regenbogenschule,http://www.schulliste.eu/schule/4682-regenbogenschule/
Jahnschule HÃ¼nfeld,http://www.schulliste.eu/schule/4683-jahnschule-hunfeld/
Grundschule Kirchditmold,http://www.schulliste.eu/schule/4684-grundschule-kirchditmold/
Grundschule Eiterfeld,http://www.schulliste.eu/schule/4685-grundschule-eiterfeld/
Wilhelm-Filchner-Schule,http://www.schulliste.eu/schule/4686-wilhelm-filchner-schule/
Grundschule Kirchhain,http://www.schulliste.eu/schule/4687-grundschule-kirchhain/
Astrid-Lindgren-Schule Neukirchen,http://www.schulliste.eu/schule/4688-astrid-lindgren-schule-neukirchen/
Grundschule Edertal,http://www.schulliste.eu/schule/4689-grundschule-edertal/
Von-Galen-Schule Eichenzell,http://www.schulliste.eu/schule/4690-von-galen-schule-eichenzell/
Grundschule Biedenkopf,http://www.schulliste.eu/schule/4691-grundschule-biedenkopf/
Otto-Lilienthal-Schule Gersfeld,http://www.schulliste.eu/schule/4692-otto-lilienthal-schule-gersfeld/
Grundschule Guxhagen,http://www.schulliste.eu/schule/4693-grundschule-guxhagen/
Fritz-Hufschmidt-Schule,http://www.schulliste.eu/schule/4694-fritz-hufschmidt-schule/
Grundschule St. Georg GroÃenlÃ¼der,http://www.schulliste.eu/schule/4695-grundschule-st-georg-gro-enluder/
Grundschule Niederaula,http://www.schulliste.eu/schule/4696-grundschule-niederaula/
Eschenwaldschule,http://www.schulliste.eu/schule/4697-eschenwaldschule/
BrÃ¼der-Grimm-Schule,http://www.schulliste.eu/schule/4698-bruder-grimm-schule/
Reformschule,http://www.schulliste.eu/schule/4699-reformschule/
Grundschule Breiter Hagen,http://www.schulliste.eu/schule/4701-grundschule-breiter-hagen/
Regenbogen-Schule,http://www.schulliste.eu/schule/4702-regenbogen-schule/
Schule im Erlenhof,http://www.schulliste.eu/schule/4703-schule-im-erlenhof/
Grundschule am Burgberg,http://www.schulliste.eu/schule/4706-grundschule-am-burgberg/
Grundschule Villa R in Volkmarsen,http://www.schulliste.eu/schule/4707-grundschule-villa-r-in-volkmarsen/
BrÃ¼der-Grimm-Schule,http://www.schulliste.eu/schule/4709-bruder-grimm-schule/
Pestalozzischule Fulda,http://www.schulliste.eu/schule/4710-pestalozzischule-fulda/
August-Fricke-Schule,http://www.schulliste.eu/schule/4711-august-fricke-schule/
Osterholzschule,http://www.schulliste.eu/schule/4712-osterholzschule/
MÃ¶nchebergschule,http://www.schulliste.eu/schule/4713-monchebergschule/
Pestalozzischule,http://www.schulliste.eu/schule/4714-pestalozzischule/
Astrid-Lindgren-Schule,http://www.schulliste.eu/schule/4715-astrid-lindgren-schule/
Wilhelm-LÃ¼ckert-Schule,http://www.schulliste.eu/schule/4716-wilhelm-luckert-schule/
Pestalozzischule,http://www.schulliste.eu/schule/4717-pestalozzischule/
Fronhofschule,http://www.schulliste.eu/schule/4718-fronhofschule/
Mosaikschule,http://www.schulliste.eu/schule/4719-mosaikschule/
