Name,Bundesland,Schultyp,Kategorien,email_encoded,,
"Staatliche Kooperative Gesamtschule ""Am Schwemmbach"" Erfurt",Thüringen,Öffentlich, Gesamtschulen ,1,,
Staatliche Integrierte Gesamtschule Erfurt,Thüringen,Öffentlich, Gesamtschulen ,1,,
Staatliche Integrierte Gesamtschule Gera,Thüringen,Öffentlich, Gesamtschulen ,1,,
Staatliche Kooperative Gesamtschule ,--,--,--,0,,
"Staatliche Integrierte Gesamtschule ""Grete Unrein"" Jena",Thüringen,Öffentlich, Gesamtschulen ,1,,
Herzog-Ernst-Schule Staatliche Kooperative Gesamtschule des Landkreises Gotha,Thüringen,Öffentlich, Gymnasien  Gesamtschulen  Regelschulen  ,1,,
Schule am Südpark Erfurt Staatliches überregionales Förderzentrum Förderschwerpunkt Hören,Thüringen,Öffentlich, Förderschulen ,1,,
Schule am Andreasried Staatliches regionales Förderzentrum Erfurt,Thüringen,Öffentlich, Förderschulen ,1,,
Waidschule am Muldenweg Staatliches regionales Förderzentrum Erfurt-Süd,Thüringen,Öffentlich, Förderschulen ,1,,
Lutherschule Staatliches regionales Förderzentrum Erfurt-Mitte,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Emil Kannegießer"" Erfurt-Nord",Thüringen,Öffentlich, Förderschulen ,1,,
Schule am Zoopark Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum ,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Gera ,Thüringen,Öffentlich, Förderschulen ,1,,
Kastanienschule Jena Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
Janis-Schule Staatliches regionales Förderzentrum Jena,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Suhl ,Thüringen,Öffentlich, Förderschulen ,1,,
Dombergschule Suhl Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
Diesterwegschule Weimar Staatliches überregionales Förderzentrum Förderschwerpunkt Sehen,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Weimar Förderschwerpunkt Sprache,Thüringen,Öffentlich, Förderschulen ,1,,
Herderschule Weimar Staatliches regionales Förderzentrum ,Thüringen,Öffentlich, Förderschulen ,1,,
Pestalozzischule Eisenach Staatliches regionales Förderzentrum,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Heiligenstadt ,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Leinefelde ,Thüringen,Öffentlich, Förderschulen ,1,,
Albert-Schweitzer-Schule Bleicherode Staatliches regionales Förderzentrum,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Johann Heinrich Pestalozzi"" Nordhausen",Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""St. Martin"" Nordhausen Förderschwerpunkt geistige Entwicklung",Thüringen,Öffentlich, Förderschulen ,1,,
Christian-Ludwig-Wucke-Schule Staatliches regionales Förderzentrum Bad Salzungen,Thüringen,Öffentlich, Förderschulen ,1,,
Paul-Geheeb-Schule Bad Salzungen Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Marianne Frostig"" Dorndorf",Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""An der Salza"" Bad Langensalza",Thüringen,Öffentlich, Förderschulen ,1,,
Pestalozzischule Mühlhausen Staatliches regionales Förderzentrum,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Artern ,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Johann Heinrich Pestalozzi"" Sondershausen",Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Anne Frank"" Meiningen Förderschwerpunkt Sprache",Thüringen,Öffentlich, Förderschulen ,1,,
Pestalozzischule Meiningen Staatliches regionales Förderzentrum Förderschwerpunkt Lernen,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum ,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Ludwig Bechstein"" Schmalkalden",Thüringen,Öffentlich, Förderschulen ,1,,
Pestalozzi-Schule Schmalkalden Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
Lucas-Cranach-Schule Staatliches regionales Förderzentrum Gotha,Thüringen,Öffentlich, Förderschulen ,1,,
Regenbogenschule Gotha Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""August Trinius"" Waltershausen",Thüringen,Öffentlich, Förderschulen ,1,,
Rothenbachschule Sömmerda Staatliches regionales Förderzentrum Förderschwerpunkt Lernen,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Hildburghausen ,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum,Förderschwerpunkt: geistige Entwicklung ",Thüringen,Öffentlich, Förderzentrum ,1,,
Pestalozzischule Ilmenau Staatliches regionales Förderzentrum Förderschwerpunkt Lernen,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Apolda ,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Hans Bürger"" Blankenhain Förderschwerpunkt Lernen",Thüringen,Öffentlich, Förderschulen ,1,,
Apelsbergschule Neuhaus Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
Schulzentrum am Wolkenrasen Staatliches regionales Förderzentrum Sonneberg,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Johann Heinrich Pestalozzi"" Rudolstadt",Thüringen,Öffentlich, Förderschulen ,1,,
Jettina-Schule Saalfeld-Gorndorf Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen  Förderzentrum ,1,,
"Staatliches regionales Förderzentrum ""Johann Heinrich Pestalozzi"" Saalfeld",Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Hainspitz ,Thüringen,Öffentlich, Förderschulen ,1,,
Christopherus-Schule Hermsdorf Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Siegfried Schaffner"" Kahla",Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Pößneck ,Thüringen,Öffentlich, Förderschulen ,1,,
Friedrich-Fröbel-Schule Schleiz Staatliches regionales Förderzentrum,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Friedrich Fröbel"" Greiz",Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Ronneburg Förderschwerpunkt Lernen,Thüringen,Öffentlich, Förderschulen ,1,,
Comenius-Schule Weida Staatliches regionales Förderzentrum Förderschwerpunkt Lernen,Thüringen,Öffentlich, Förderschulen ,1,,
Pestalozzischule Staatliches regionales Förderzentrum Zeulenroda,Thüringen,Öffentlich, Förderschulen ,1,,
"Staatliches regionales Förderzentrum ""Erich Kästner"" Altenburg",Thüringen,Öffentlich, Förderschulen ,1,,
Regenbogenschule Altenburg Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung,Thüringen,Öffentlich, Förderschulen ,1,,
Staatliches regionales Förderzentrum Schmölln ,Thüringen,Öffentlich, Förderschulen ,1,,
Thüringenkolleg Weimar  ,Thüringen,Öffentlich, Gymnasien  Gymnasiale Oberstufe  Kollegs  Weiterbildung ,1,,
Ilmenau-Kolleg  ,Thüringen,Öffentlich, Kollegs ,1,,
Staatliche Berufsbildende Schule für Wirtschaft und Soziales ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Johann-Friedrich-Pierer-Schule Berufliches Schulzentrum für Gewerbe und Technik,Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Andere  Fachoberschulen ,1,,
Staatliche Berufsbildende Schule  ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsschule Artern ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Walter-Gropius-Schule Erfurt Staatliche Berufsbildende Schule 7,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Ernst-Benary-Schule Erfurt Staatliche Berufsbildende Schule 5,Thüringen,Öffentlich, Berufsfachschulen ,1,,
"Staatliches Berufsschulzentrum ""Ludwig Erhard""",Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Bildungszentrum  Schulen des Gesundheitswesens ,1,,
Andreas-Gordon-Schule Erfurt Staatliche Berufsbildende Schule 4,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Rudolf-Diesel-Schule Erfurt Staatliche Berufsbildende Schule 2,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Ludwig-Erhard-Schule Erfurt Staatliche Berufsbildende Schule 3,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Sebastian-Lucius-Schule Erfurt Staatliche Berufsbildende Schule 1,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule 6 für Gesundheit und Soziales ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule für Wirtschaft und Verwaltung ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule für Bautechnik ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule 3 für Technik ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule für Gewerbliche Berufe ,--,--,--,0,,
"Staatliche Berufsbildende Schule für Gesundheit, Soziales und Sozialpädagogik",Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule I  ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
"Staatliches Berufsschulzentrum ""Gotha West"" ",Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Gewerblich-Technische Berufsbildende Schule ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
"Staatliche Fachschule für Bau, Wirtschaft und Verkehr ",Thüringen,Öffentlich, Fachschulen ,1,,
Staatliches Berufsbildendes Schulzentrum Hildburghausen ,Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe ,1,,
Staatliches Berufsschulzentrum Ilmenau ,Thüringen,Öffentlich, Berufliche Schulen ,1,,
Staatliches Berufsbildungszentrum und Medizinische Fachschule Bad Salzungen,Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Fachschulen  Fachoberschulen ,1,,
"Karl-Volkmar-Stoy Schule Jena Staatliches Berufsschulzentrum Wirtschaft und Verwaltung, Europaschule",Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Gymnasiale Oberstufe  Fachschulen  Wirtschaftsschulen   Fachoberschulen ,1,,
Staatliches Berufsbildendes Schulzentrum Jena-Göschwitz ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule für Gesundheit und Soziales Jena,Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Schulen des Gesundheitswesens ,1,,
Staatliches Berufsbildungszentrum Greiz-Zeulenroda ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule für Gesundheit und Soziales Meiningen,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Berufliche Schulen des Unstrut-Hainich-Kreises ,Thüringen,Öffentlich, Berufsfachschulen  Berufsschulen  Gymnasiale Oberstufe  Fachschulen ,1,,
Johann-August-Röbling-Schule Staatliche Berufsbildende Schule für Gesundheit und Soziales,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliches Berufsschulzentrum Nordhausen,Thüringen,Öffentlich, Gymnasien  Berufsfachschulen  Gymnasiale Oberstufe  Bildungszentrum  Fachoberschulen ,1,,
"Staatliche Berufsbildende Schule für Gesundheit, Soziales und Wirtschaft Nordhausen",Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule Rudolstadt ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule Unterwellenborn ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
"Staatliche Berufsbildende Schule für Gesundheit und Soziales ""Georgius Agricola""",Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliches Berufsbildungszentrum Saale-Orla-Kreis ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliches Berufsbildungszentrum  ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule Sömmerda ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule Sonneberg ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliches Berufsschulzentrum Sondershausen ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliches Berufsbildungszentrum Meiningen ,Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Fachschulen  Bildungszentrum ,1,,
Staatliches Berufsschulzentrum Hermsdorf-Schleiz-Pößneck,Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Fachschulen  Bildungszentrum  Fachoberschulen ,1,,
Staatliches Gewerblich-Technisches Berufsbildungszentrum ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliches Berufsbildungszentrum Suhl / Zella-Mehlis,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schule Schwerstedt/Apolda ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
"Staatliche Berufsbildende Schule für Wirtschaft, Verwaltung und Ernährung ""Friedrich Justin Bertuch"" Weimar",Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliches Berufsbildungszentrum Weimar ,Thüringen,Öffentlich, Berufsfachschulen ,1,,
Staatliche Berufsbildende Schulen Eichsfeld ,Thüringen,Öffentlich, Berufsfachschulen  Berufliche Schulen  Berufsschulen  Fachoberschulen ,1,,
"""St. Martin"" gGmbH Katholische Kindertageseinrichtung ""St. Ursula""",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Brühler Gartenzwerge"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Strolche"" ",Thüringen,Öffentlich, Kindergarten ,0,,
Evangelischer Thomaskindergarten ,Thüringen,Öffentlich, Kindergarten ,0,,
"""St. Martin"" gGmbH Kindertagesstätte ""St. Franziskus""",Thüringen,Öffentlich, Kindergarten ,0,,
Diakonie Erfurt Augusta-Viktoria-Stift Evangelische Kindertagesstätte,Thüringen,Öffentlich, Kindergarten ,0,,
"Thüringer Sozialakademie gGmbH Kindergarten ""Kinderwelt""",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Lindenparadies"" ",Thüringen,Öffentlich, Kindergarten ,0,,
Evangelischer Pergamenterkindergarten ,Thüringen,Öffentlich, Kindergarten ,0,,
Kindertagesstätte der Evangelischen Predigergemeinde,Thüringen,Öffentlich, Kindergarten ,0,,
"""St. Martin"" gGmbH Kindertagesstätte ""St. Vinzenz""",Thüringen,Öffentlich, Kindergarten ,0,,
Louise-Mücke-Stiftung Kindergarten ,Thüringen,Öffentlich, Kindergarten ,0,,
"""St. Martin"" gGmbH Domkindergarten ""St. Marien""",Thüringen,Öffentlich, Kindergarten ,0,,
"Kinderkrippe ""Löwenzahn"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Weltentdecker"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Förderkreis JUL gGmbH Kindertageseinrichtung ""Marienkäfer am Ringelberg""",Thüringen,Öffentlich, Kindergarten ,0,,
"Arbeiterwohlfahrt AJS gGmbH Kindertagesstätte ""Hanseviertel""",Thüringen,Öffentlich, Kindergarten ,0,,
"Kinderkrippe ""Sterntaler"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Integrative Kindertagesstätte ""Kinderland"" der Lebenshilfe für Menschen mit geistiger Behinderung",Thüringen,Öffentlich, Kindergarten ,0,,
Evangelische Lutherkindertagesstätte der M.-Wehling-Stiftung,Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Regenbogenland"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Kastanienhof"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Regenbogen"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Integrative Kindertagesstätte ""Vollbrachtfinken"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Förderkreis JUL gGmbH Kindertageseinrichtung ""Fuchs & Elster""",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertageseinrichtung ""Johannesplatzkäfer"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Kinderland am Zoo"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Spatzennest am Zoo"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"AWO-Kindertagesstätte ""Mittelhäuser Spatzen"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Glühwürmchen"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Am Nordpark"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kinderkrippe ""Am Aquarium"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Am Aquarium"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"""St. Martin"" gGmbH Katholischer Kindergarten ""St. Josef""",Thüringen,Öffentlich, Kindergarten ,0,,
"Arbeiterwohlfahrt Kindertagesstätte ""Am Fuchsgrund""",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Riethspatzen"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Zwergenhaus"" ",Thüringen,Öffentlich, Kindergarten ,0,,
Montessori-Integrative Kindertagesstätte Haus 24,Thüringen,Öffentlich, Kindergarten ,0,,
Montessori-Integrative Kinderkrippe ,Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""An der schmalen Gera"" ",Thüringen,Öffentlich, Kindergarten ,0,,
Integrative Kindertagesstätte  ,Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Spatzennest im Park"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Evangelische Kindertagesstätte ""Arche Noah"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Siebenstein"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Haus der bunten Träume"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindergarten ""Riethzwerge"" ",Thüringen,Öffentlich, Kindergarten ,0,,
Evangelische Moritz Kindertagesstätte ,Thüringen,Öffentlich, Kindergarten ,0,,
"Arbeiterwohlfahrt AJS gGmbH Kindertagesstätte ""Glückspilz""",Thüringen,Öffentlich, Kindergarten ,0,,
Fröbelkindergarten am Borntal ,Thüringen,Öffentlich, Kindergarten ,0,,
"Stadtverwaltung Erfurt Kindertageseinrichtung 80 ""Kinderkrippe am Borntal""",Thüringen,Öffentlich, Kindergarten ,0,,
"Trägerwerk Soziale Dienste in Thüringen GmbH Kindergarten ""Marbacher Lausbuben""",Thüringen,Öffentlich, Kindergarten ,0,,
"Lebenshilfe für Menschen mit geistiger Behinderung Kindertagesstätte ""Schmetterling""",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Pusteblume"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Katholischer Kindergarten ""St. Bonifatius"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Villa Rasselbande"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Rasselbande"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"THEPRA LV Thüringen e.V. Kindertagesstätte ""Spielhaus Geratal""",Thüringen,Öffentlich, Kindergarten ,0,,
"Evangelische Kindertagesstätte ""Dionysius"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Zum Waldblick"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Waldorfkindergarten ""Sonnenstrahl"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Springmäuse am Südpark"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Evangelischer Kindergarten ""Kinderland"" der Thomasgemeinde",Thüringen,Öffentlich, Kindergarten ,0,,
"Katholische Kindertagesstätte ""St. Nikolaus"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Haus der kleinen Leute"" ",Thüringen,Öffentlich, Kindergarten ,0,,
Kinderhaus am Drosselberg  ,Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte 69 ""Am Wiesenhügel"" ",Thüringen,Öffentlich, Kindergarten ,0,,
Evangelischer Waldkindergarten ,Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Zwergenreich"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Zwergenland"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Integrative Kindertagesstätte ""Buchenberg"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Integrative Kindertagesstätte ""Rabennest"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte 18 ""Schwemmbacher Spatzen"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kinderkrippe ""Haus der kleinen Wichtel"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Haus der kleinen Wichtel"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Sommersprosse"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Pusteblume"" ",Thüringen,Öffentlich, Kindergarten ,0,,
Waldorfkindertagesstätte  ,Thüringen,Öffentlich, Kindergarten ,0,,
"Kinderkrippe ""Daberstedter Wonneproppen"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Daberstedter Räuberland"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindergarten ""Glückskäfer"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Am Peterbach"" ",Thüringen,Öffentlich, Kindergarten ,0,,
"Kindertagesstätte ""Dittelstedter Knirpse"" ",Thüringen,Öffentlich, Kindergarten ,0,,
